#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-32	chr9	59691627	59692127	+	715.9	0.629	1060.5	50.41	0.0	0.82
chr2-37	chr2	32342459	32342959	+	714.6	0.665	1078.5	65.15	0.0	0.79
chr2-25	chr2	113586147	113586647	+	714.1	0.701	1118.5	265.33	0.0	0.75
chr19-12	chr19	21104462	21104962	+	714.1	0.674	1157.5	126.8	0.0	0.73
chr15-61	chr15	79062726	79063226	+	713.1	0.742	1064.5	126.82	0.0	0.79
chr1-10	chr1	74028744	74029244	+	710.9	0.706	1182.0	35.67	0.0	0.72
chr1-16	chr1	179041775	179042275	+	710.8	0.684	1101.0	100.48	0.0	0.78
chr8-53	chr8	84237026	84237526	+	710.7	0.734	1074.0	78.45	0.0	0.79
chr8-43	chr8	69716813	69717313	+	710.5	0.668	1093.0	260.04	0.0	0.76
chr11-32	chr11	71019138	71019638	+	710.1	0.671	1134.5	130.69	0.0	0.74
chr11-67	chr11	118290014	118290514	+	710.0	0.75	1012.5	311.56	0.0	0.84
chr5-22	chr5	30949534	30950034	+	709.8	0.737	1135.5	110.04	0.0	0.74
chr5-33	chr5	135688680	135689180	+	709.4	0.69	1083.5	89.33	0.0	0.76
chr17-37	chr17	7169630	7170130	+	709.0	0.663	1119.0	211.46	0.0	0.76
chr9-29	chr9	57073452	57073952	+	708.9	0.649	1068.0	33.8	0.0	0.78
chr8-65	chr8	91313178	91313678	+	707.5	0.718	1039.5	146.19	0.0	0.82
chr11-30	chr11	120256853	120257353	+	707.5	0.684	1146.5	25.26	0.0	0.74
chr13-2	chr13	111725314	111725814	+	707.4	0.659	1193.0	239.19	0.0	0.71
chr5-23	chr5	115158031	115158531	+	706.9	0.641	1121.0	131.48	0.0	0.77
chr11-35	chr11	69921431	69921931	+	706.6	0.64	1126.5	66.92	0.0	0.76
chr7-9	chr7	44304798	44305298	+	706.3	0.586	1188.0	186.72	0.0	0.72
chr8-57	chr8	71272263	71272763	+	706.2	0.724	1065.5	236.32	0.0	0.78
chr9-35	chr9	123529386	123529886	+	706.1	0.723	1046.5	183.54	0.0	0.8
chr9-14	chr9	21752383	21752883	+	705.8	0.694	1162.5	40.49	0.0	0.72
chr13-3	chr13	51975809	51976309	+	705.3	0.682	1174.5	34.4	0.0	0.71
chr14-12	chr14	20928977	20929477	+	703.7	0.731	1139.5	125.21	0.0	0.74
chr19-20	chr19	5743499	5743999	+	703.5	0.736	1076.0	36.64	0.0	0.79
chr15-73	chr15	83156901	83157401	+	702.9	0.669	1022.0	21.82	0.0	0.82
chr5-21	chr5	3152039	3152539	+	702.8	0.718	1139.0	517.73	0.0	0.75
chr4-26	chr4	135272723	135273223	+	701.8	0.709	1072.0	53.98	0.0	0.79
chr11-49	chr11	79739088	79739588	+	701.8	0.704	1050.5	41.95	0.0	0.78
chr2-18	chr2	33221207	33221707	+	701.4	0.637	1164.0	24.03	0.0	0.73
chr15-24	chr15	66883669	66884169	+	701.4	0.636	1189.5	28.42	0.0	0.72
chr17-35	chr17	26584460	26584960	+	700.9	0.651	1122.5	46.56	0.0	0.74
chr2-21	chr2	27785736	27786236	+	700.6	0.721	1142.5	29.15	0.0	0.73
chr14-10	chr14	20765493	20765993	+	699.0	0.664	1159.5	65.17	0.0	0.75
chr14-9	chr14	54481431	54481931	+	698.9	0.706	1175.0	115.13	0.0	0.72
chr4-23	chr4	98923003	98923503	+	698.6	0.657	1109.0	221.12	0.0	0.77
chr2-31	chr2	154790539	154791039	+	698.5	0.73	1100.0	226.02	0.0	0.77
chr8-42	chr8	79294662	79295162	+	698.4	0.727	1095.0	167.59	0.0	0.76
chr16-10	chr16	21204286	21204786	+	698.3	0.714	1049.0	153.21	0.0	0.79
chr4-24	chr4	150236837	150237337	+	697.5	0.689	1102.0	51.21	0.0	0.75
chr5-35	chr5	151368409	151368909	+	697.0	0.704	1071.5	135.09	0.0	0.79
chr5-27	chr5	119670511	119671011	+	696.7	0.68	1099.0	168.13	0.0	0.77
chr1-19	chr1	92180322	92180822	+	696.2	0.678	1082.5	90.06	0.0	0.79
chr8-36	chr8	11558043	11558543	+	696.1	0.703	1143.5	49.1	0.0	0.74
chr9-23	chr9	124422821	124423321	+	696.1	0.603	1107.0	41.2	0.0	0.76
chr6-21	chr6	47650630	47651130	+	695.8	0.655	1022.0	256.54	0.0	0.83
chr19-310	chr19	18890213	18890713	+	693.9	0.694	530.5	221.43	0.0	0.9
chr11-42	chr11	62819970	62820470	+	693.9	0.711	1087.0	168.61	0.0	0.76
chr12-6	chr12	85497451	85497951	+	693.6	0.646	1218.0	69.55	0.0	0.71
chr12-10	chr12	100724889	100725389	+	693.3	0.687	1135.0	358.48	0.0	0.74
chr15-32	chr15	62287158	62287658	+	692.0	0.664	1140.5	140.98	0.0	0.75
chr17-40	chr17	56325545	56326045	+	691.8	0.726	1108.5	83.45	0.0	0.77
chr15-33	chr15	76189789	76190289	+	690.8	0.728	1136.0	8.97	0.0	0.74
chr15-66	chr15	102518071	102518571	+	690.8	0.589	1053.0	50.0	0.0	0.82
chr16-4	chr16	94526332	94526832	+	690.8	0.633	1141.5	122.48	0.0	0.75
chr18-11	chr18	34931834	34932334	+	690.8	0.735	1109.5	75.74	0.0	0.75
chr9-30	chr9	59691627	59692127	+	690.1	0.609	1066.0	47.74	0.0	0.79
chr3-7	chr3	145685060	145685560	+	690.0	0.643	1160.5	93.75	0.0	0.74
chr19-14	chr19	44248041	44248541	+	688.7	0.695	1152.0	82.23	0.0	0.75
chr15-26	chr15	102230801	102231301	+	688.6	0.668	1180.0	50.05	0.0	0.72
chr3-20	chr3	153944406	153944906	+	688.3	0.727	1053.0	168.25	0.0	0.79
chr15-46	chr15	76205121	76205621	+	688.3	0.65	1100.5	8.95	0.0	0.76
chr18-14	chr18	60992903	60993403	+	687.5	0.676	1062.0	58.16	0.0	0.79
chr11-82	chr11	109011466	109011966	+	687.3	0.698	989.5	597.39	0.0	0.86
chr11-24	chr11	120697725	120698225	+	686.2	0.71	1177.5	32.62	0.0	0.72
chr15-52	chr15	100551714	100552214	+	686.2	0.722	1089.5	365.05	0.0	0.76
chr19-18	chr19	53731761	53732261	+	685.3	0.696	1102.0	74.16	0.0	0.77
chr15-60	chr15	59759559	59760059	+	684.7	0.708	1064.5	71.75	0.0	0.8
chr13-5	chr13	113551009	113551509	+	684.4	0.688	1092.0	76.87	0.0	0.78
chr11-27	chr11	96075464	96075964	+	684.0	0.665	1161.0	192.74	0.0	0.73
chr8-64	chr8	57511479	57511979	+	683.4	0.704	1046.0	126.46	0.0	0.81
chr5-24	chr5	136632176	136632676	+	682.5	0.704	1119.0	154.86	0.0	0.76
chr7-8	chr7	127208696	127209196	+	682.5	0.659	1189.0	86.16	0.0	0.72
chr10-20	chr10	127621547	127622047	+	682.2	0.669	1097.5	30.11	0.0	0.77
chr14-16	chr14	52104109	52104609	+	682.0	0.695	1091.0	426.26	0.0	0.78
chr4-10	chr4	40143044	40143544	+	681.9	0.674	1191.0	228.39	0.0	0.71
chr16-6	chr16	49951842	49952342	+	680.6	0.661	1133.0	105.46	0.0	0.74
chr15-49	chr15	81810632	81811132	+	679.7	0.532	1096.0	33.34	0.0	0.77
chr2-26	chr2	167777338	167777838	+	679.2	0.629	1115.0	32.05	0.0	0.75
chr7-14	chr7	25267897	25268397	+	678.9	0.605	1145.5	39.03	0.0	0.74
chr10-30	chr10	80115360	80115860	+	677.8	0.723	1042.5	83.41	0.0	0.8
chr1-30	chr1	165460841	165461341	+	677.7	0.689	1051.0	123.68	0.0	0.8
chr3-10	chr3	90586866	90587366	+	677.3	0.699	1107.5	27.51	0.0	0.76
chr8-60	chr8	25274264	25274764	+	676.7	0.677	1054.5	60.9	0.0	0.8
chr8-59	chr8	121134049	121134549	+	676.4	0.705	1057.5	54.55	0.0	0.8
chr2-20	chr2	152904114	152904614	+	676.3	0.671	1159.0	27.49	0.0	0.74
chr11-105	chr11	69632450	69632950	+	675.3	0.721	959.5	255.24	0.0	0.87
chr7-31	chr7	28436305	28436805	+	674.8	0.729	1033.0	386.37	0.0	0.8
chr2-14	chr2	156180083	156180583	+	674.7	0.695	1191.5	68.02	0.0	0.72
chr10-37	chr10	80261103	80261603	+	674.1	0.567	1016.0	36.06	0.0	0.84
chr4-22	chr4	137200394	137200894	+	673.9	0.739	1120.0	172.74	0.0	0.75
chr14-13	chr14	63020718	63021218	+	673.8	0.693	1133.5	151.1	0.0	0.75
chr14-7	chr14	25186424	25186924	+	673.6	0.612	1205.5	141.38	0.0	0.71
chr7-17	chr7	63938857	63939357	+	673.0	0.655	1118.5	55.78	0.0	0.75
chr1-14	chr1	7088593	7089093	+	672.7	0.727	1128.0	451.31	0.0	0.76
chr4-41	chr4	139574197	139574697	+	672.3	0.728	1004.5	40.18	0.0	0.84
chr9-20	chr9	67463314	67463814	+	672.0	0.679	1122.0	218.06	0.0	0.76
chr8-52	chr8	79227168	79227668	+	671.4	0.694	1078.0	24.92	0.0	0.78
chr10-28	chr10	80399414	80399914	+	671.2	0.693	1051.0	76.19	0.0	0.81
chr15-48	chr15	62079182	62079682	+	671.1	0.692	1098.0	248.99	0.0	0.77
chr4-27	chr4	137500843	137501343	+	670.7	0.736	1071.5	44.78	0.0	0.79
chr2-32	chr2	167777338	167777838	+	670.1	0.625	1097.5	31.45	0.0	0.76
chr4-14	chr4	135191568	135192068	+	670.1	0.698	1158.5	63.21	0.0	0.74
chr11-1713	chr11	69316141	69316641	+	670.1	0.673	317.5	56.08	0.0	1.02
chr11-43	chr11	102643754	102644254	+	669.6	0.708	1084.0	110.15	0.0	0.77
chr12-14	chr12	75669412	75669912	+	669.1	0.702	1082.5	246.36	0.0	0.78
chr1-15	chr1	90164289	90164789	+	668.6	0.703	1123.5	146.71	0.0	0.76
chr13-19	chr13	29985939	29986439	+	667.5	0.68	1010.5	122.64	0.0	0.83
chr5-17	chr5	53490743	53491243	+	667.0	0.669	1165.5	147.84	0.0	0.72
chr15-65	chr15	99725306	99725806	+	666.7	0.695	1053.5	101.0	0.0	0.81
chr5-20	chr5	45450182	45450682	+	665.9	0.734	1143.5	266.98	0.0	0.73
chr15-43	chr15	77036572	77037072	+	665.9	0.671	1105.0	71.98	0.0	0.75
chr8-47	chr8	94914124	94914624	+	665.3	0.656	1088.0	43.0	0.0	0.77
chr3-37	chr3	95015369	95015869	+	664.8	0.668	1004.0	109.64	0.0	0.84
chr15-41	chr15	73067413	73067913	+	664.8	0.734	1106.0	55.04	0.0	0.77
chr18-6	chr18	5820155	5820655	+	664.5	0.582	1160.5	74.74	0.0	0.73
chr17-42	chr17	53478736	53479236	+	664.4	0.612	1105.0	226.24	0.0	0.77
chr7-29	chr7	99360043	99360543	+	664.2	0.731	1046.0	48.74	0.0	0.82
chr15-45	chr15	77306782	77307282	+	662.9	0.723	1103.5	189.03	0.0	0.75
chr10-23	chr10	80676182	80676682	+	662.8	0.706	1067.5	51.52	0.0	0.78
chr17-43	chr17	45828327	45828827	+	662.8	0.687	1096.5	76.6	0.0	0.77
chr14-21	chr14	75844934	75845434	+	662.7	0.727	1050.5	24.17	0.0	0.79
chr4-15	chr4	57798188	57798688	+	662.5	0.709	1152.0	123.76	0.0	0.74
chr10-24	chr10	81378424	81378924	+	661.6	0.73	1066.5	75.34	0.0	0.78
chr17-33	chr17	17837776	17838276	+	660.9	0.667	1143.0	48.07	0.0	0.74
chr2-36	chr2	92947843	92948343	+	660.8	0.683	1080.5	47.87	0.0	0.78
chr10-31	chr10	80826285	80826785	+	660.0	0.701	1040.0	150.84	0.0	0.81
chr4-20	chr4	95052083	95052583	+	659.4	0.704	1132.0	98.78	0.0	0.74
chr16-5	chr16	94526332	94526832	+	659.2	0.635	1135.5	110.62	0.0	0.75
chr1-8	chr1	135862113	135862613	+	658.9	0.658	1199.0	53.31	0.0	0.71
chr9-19	chr9	96782106	96782606	+	657.9	0.711	1123.0	59.83	0.0	0.75
chr4-29	chr4	134704211	134704711	+	657.4	0.704	1049.0	109.55	0.0	0.78
chr4-16	chr4	118363986	118364486	+	656.7	0.702	1143.5	114.92	0.0	0.74
chr9-21	chr9	7763686	7764186	+	656.4	0.695	1113.5	132.43	0.0	0.75
chr3-12	chr3	88509882	88510382	+	656.1	0.738	1106.5	10.48	0.0	0.76
chr4-11	chr4	140537420	140537920	+	656.1	0.639	1186.0	124.85	0.0	0.71
chr13-20	chr13	48546326	48546826	+	655.7	0.682	1008.5	79.86	0.0	0.81
chr8-50	chr8	84976372	84976872	+	655.0	0.734	1082.0	11.31	0.0	0.78
chr12-24	chr12	108392151	108392651	+	654.8	0.718	1039.0	29.09	0.0	0.79
chr2-29	chr2	167777338	167777838	+	654.6	0.618	1103.0	30.49	0.0	0.75
chr9-16	chr9	58275029	58275529	+	653.4	0.634	1143.5	40.74	0.0	0.73
chr4-13	chr4	140634798	140635298	+	653.3	0.683	1180.0	30.3	0.0	0.73
chr18-10	chr18	77054725	77055225	+	652.5	0.707	1114.0	129.49	0.0	0.76
chr1-43	chr1	86526347	86526847	+	652.4	0.678	1015.5	31.67	0.0	0.82
chr15-28	chr15	100615052	100615552	+	651.8	0.628	1172.0	124.62	0.0	0.72
chr2-51	chr2	154603491	154603991	+	651.7	0.767	994.0	166.84	0.0	0.85
chr18-16	chr18	35022289	35022789	+	651.6	0.659	1037.5	101.37	0.0	0.81
chr11-45	chr11	70198238	70198738	+	650.7	0.691	1070.0	25.95	0.0	0.79
chr15-42	chr15	74622246	74622746	+	650.2	0.66	1105.5	92.87	0.0	0.76
chr18-8	chr18	25510658	25511158	+	650.0	0.71	1143.5	59.89	0.0	0.73
chr9-8	chr9	103073051	103073551	+	649.7	0.661	1224.5	97.39	0.0	0.69
chr11-66	chr11	74830152	74830652	+	649.7	0.622	1013.5	30.39	0.0	0.81
chr15-47	chr15	76461199	76461699	+	649.5	0.663	1098.5	30.33	0.0	0.76
chr15-38	chr15	78624606	78625106	+	649.4	0.673	1121.0	81.4	0.0	0.75
chr15-74	chr15	98534088	98534588	+	649.1	0.716	1021.0	26.15	0.0	0.81
chr14-15	chr14	70175844	70176344	+	648.6	0.716	1101.0	33.01	0.0	0.76
chr2-27	chr2	30708296	30708796	+	648.0	0.663	1109.5	26.48	0.0	0.74
chr1-17	chr1	89069954	89070454	+	648.0	0.661	1099.5	95.72	0.0	0.76
chr11-28	chr11	69880889	69881389	+	647.5	0.668	1154.5	62.22	0.0	0.75
chr7-23	chr7	110061344	110061844	+	647.3	0.676	1066.0	177.53	0.0	0.79
chr1-48	chr1	55052493	55052993	+	646.3	0.693	1003.5	198.6	0.0	0.83
chr8-46	chr8	11555668	11556168	+	644.2	0.643	1089.5	43.82	0.0	0.76
chr8-63	chr8	84501600	84502100	+	644.0	0.656	1048.0	130.8	0.0	0.8
chr6-13	chr6	86669135	86669635	+	643.6	0.74	1093.0	263.5	0.0	0.76
chr15-96	chr15	83166619	83167119	+	643.5	0.75	987.0	19.19	0.0	0.84
chr15-101	chr15	80254887	80255387	+	643.4	0.656	978.0	41.84	0.0	0.84
chr7-15	chr7	6362512	6363012	+	642.5	0.667	1138.5	142.33	0.0	0.74
chr3-8	chr3	88503105	88503605	+	642.4	0.678	1124.0	10.14	0.0	0.75
chr3-27	chr3	38484719	38485219	+	641.6	0.731	1041.5	283.68	0.0	0.81
chr11-113	chr11	69672183	69672683	+	641.6	0.732	942.0	58.33	0.0	0.88
chr4_GL456216_random-1	chr4_GL456216_random	17050	17550	+	641.2	0.623	1239.0	79.47	0.0	0.67
chr6-9	chr6	113076562	113077062	+	640.8	0.517	1152.0	57.93	0.0	0.73
chr1-42	chr1	74284608	74285108	+	640.7	0.74	1016.5	41.47	0.0	0.82
chr8-74	chr8	25016894	25017394	+	640.3	0.755	1017.5	119.4	0.0	0.84
chr10-34	chr10	128525779	128526279	+	639.7	0.706	1033.5	52.39	0.0	0.81
chr18-13	chr18	73572190	73572690	+	639.4	0.688	1071.5	187.18	0.0	0.8
chr15-69	chr15	98918004	98918504	+	639.1	0.707	1038.5	45.6	0.0	0.81
chr17-38	chr17	24850117	24850617	+	639.0	0.679	1116.5	112.02	0.0	0.73
chr5-62	chr5	120612712	120613212	+	638.9	0.657	991.0	61.18	0.0	0.89
chr6-14	chr6	135322644	135323144	+	638.8	0.684	1063.5	47.98	0.0	0.78
chr16-11	chr16	30513549	30514049	+	638.4	0.703	1048.5	43.4	0.0	0.8
chr7-16	chr7	6362512	6363012	+	638.0	0.66	1136.0	139.88	0.0	0.75
chr11-31	chr11	120703718	120704218	+	637.4	0.671	1144.5	30.55	0.0	0.74
chr13-4	chr13	64153168	64153668	+	637.4	0.712	1099.5	76.74	0.0	0.75
chr7-18	chr7	118243550	118244050	+	636.3	0.675	1114.0	141.18	0.0	0.75
chr16-19	chr16	58408102	58408602	+	636.3	0.773	989.0	217.05	0.0	0.83
chr10-53	chr10	81292586	81293086	+	635.9	0.681	941.0	121.82	0.0	0.87
chr15-53	chr15	102624940	102625440	+	635.6	0.667	1085.0	234.22	0.0	0.77
chr3-18	chr3	132871262	132871762	+	634.1	0.726	1058.0	106.78	0.0	0.79
chr19-21	chr19	5944970	5945470	+	633.4	0.716	1072.0	46.97	0.0	0.79
chr1-25	chr1	171222399	171222899	+	633.3	0.742	1054.5	144.41	0.0	0.8
chr7-25	chr7	83717290	83717790	+	633.3	0.69	1054.5	225.88	0.0	0.79
chr14-11	chr14	25589199	25589699	+	633.1	0.676	1144.5	73.36	0.0	0.73
chr12-13	chr12	72085468	72085968	+	632.5	0.656	1095.5	154.63	0.0	0.75
chr17-49	chr17	46273712	46274212	+	632.2	0.704	1054.5	32.36	0.0	0.79
chr18-7	chr18	57167414	57167914	+	631.9	0.591	1148.5	123.86	0.0	0.73
chr8-678	chr8	79046584	79047084	+	631.7	0.684	476.5	49.43	0.0	0.93
chr4-18	chr4	118016335	118016835	+	631.4	0.617	1140.0	44.25	0.0	0.73
chr7-11	chr7	3644727	3645227	+	631.1	0.655	1181.5	96.48	0.0	0.72
chr1-31	chr1	86359188	86359688	+	630.8	0.677	1047.0	121.79	0.0	0.81
chr16-14	chr16	11134529	11135029	+	629.8	0.709	1041.0	244.78	0.0	0.8
chr5-71	chr5	120612712	120613212	+	628.5	0.643	961.0	59.43	0.0	0.91
chr15-84	chr15	83156901	83157401	+	628.5	0.66	1002.0	19.24	0.0	0.84
chr1-49	chr1	55052493	55052993	+	628.0	0.691	1002.5	180.99	0.0	0.83
chr10-18	chr10	122096986	122097486	+	627.7	0.666	1107.5	335.23	0.0	0.76
chr8-58	chr8	88696682	88697182	+	627.2	0.708	1065.5	135.45	0.0	0.79
chr8-75	chr8	54548315	54548815	+	627.2	0.725	1013.5	96.93	0.0	0.81
chr9-26	chr9	119341042	119341542	+	627.0	0.699	1097.0	49.38	0.0	0.76
chr12-12	chr12	76404004	76404504	+	626.9	0.694	1096.5	305.13	0.0	0.76
chr1-47	chr1	55052493	55052993	+	626.8	0.687	1006.5	177.12	0.0	0.82
chr8-71	chr8	95807424	95807924	+	626.6	0.692	1023.5	148.04	0.0	0.82
chr4-32	chr4	141278068	141278568	+	626.1	0.744	1042.5	18.0	0.0	0.8
chr19-19	chr19	43674740	43675240	+	625.8	0.607	1094.5	63.62	0.0	0.76
chr2-33	chr2	26445226	26445726	+	625.3	0.62	1083.0	125.97	0.0	0.76
chr3-15	chr3	93537115	93537615	+	625.0	0.746	1088.0	43.55	0.0	0.78
chr15-44	chr15	81137264	81137764	+	624.7	0.704	1104.0	185.17	0.0	0.76
chr2-34	chr2	180256966	180257466	+	624.6	0.727	1082.5	73.36	0.0	0.77
chr1-38	chr1	64121473	64121973	+	624.2	0.699	1026.0	161.81	0.0	0.82
chr6-31	chr6	124828872	124829372	+	624.0	0.604	985.0	35.1	0.0	0.85
chr17-52	chr17	35813113	35813613	+	622.4	0.652	1045.5	36.94	0.0	0.79
chr15-62	chr15	81465978	81466478	+	622.0	0.677	1064.5	122.19	0.0	0.79
chr15-107	chr15	80254887	80255387	+	621.7	0.636	968.0	39.88	0.0	0.85
chr16-20	chr16	29915225	29915725	+	621.7	0.734	983.0	97.38	0.0	0.85
chr17-56	chr17	24000403	24000903	+	621.1	0.723	1031.5	67.25	0.0	0.82
chr2-23	chr2	102943963	102944463	+	620.6	0.697	1140.5	42.02	0.0	0.71
chr4-67	chr4	147906170	147906670	+	620.0	0.747	936.0	277.77	0.0	0.89
chr5-32	chr5	125392934	125393434	+	619.5	0.64	1087.0	34.21	0.0	0.77
chr14-17	chr14	24779121	24779621	+	619.4	0.724	1083.5	80.07	0.0	0.78
chr11-34	chr11	70432048	70432548	+	619.0	0.666	1131.5	79.15	0.0	0.72
chr5-36	chr5	65435686	65436186	+	618.5	0.66	1063.5	42.64	0.0	0.79
chr6-40	chr6	124828873	124829373	+	618.4	0.587	964.5	34.75	0.0	0.87
chr16-13	chr16	31598754	31599254	+	618.1	0.643	1041.5	27.33	0.0	0.8
chr15-707	chr15	77945711	77946211	+	617.9	0.721	497.0	45.29	0.0	0.92
chr1-26	chr1	73998401	73998901	+	617.8	0.651	1053.0	42.52	0.0	0.78
chr10-21	chr10	86778404	86778904	+	617.5	0.669	1091.0	124.37	0.0	0.77
chr15-108	chr15	79328086	79328586	+	616.3	0.782	963.5	47.9	0.0	0.87
chr10-19	chr10	120616614	120617114	+	616.2	0.655	1103.0	26.28	0.0	0.76
chr5-25	chr5	142823425	142823925	+	616.2	0.617	1117.0	23.5	0.0	0.74
chr9-22	chr9	69457863	69458363	+	616.1	0.649	1113.0	18.72	0.0	0.76
chr12-26	chr12	104415513	104416013	+	615.3	0.704	1035.5	246.21	0.0	0.79
chr7-22	chr7	16615052	16615552	+	615.2	0.702	1069.0	166.21	0.0	0.78
chr9-34	chr9	13827406	13827906	+	614.7	0.592	1056.5	101.13	0.0	0.78
chr5-94	chr5	124327796	124328296	+	614.6	0.649	914.0	59.53	0.0	0.9
chr19-16	chr19	4213472	4213972	+	613.8	0.614	1134.0	23.78	0.0	0.73
chr5-43	chr5	140704584	140705084	+	613.3	0.689	1043.5	126.62	0.0	0.79
chr5-38	chr5	65435686	65436186	+	613.1	0.674	1061.0	42.11	0.0	0.78
chr15-81	chr15	77888193	77888693	+	612.9	0.743	1006.5	24.65	0.0	0.82
chr11-37	chr11	69837936	69838436	+	612.9	0.635	1111.5	110.4	0.0	0.76
chr16-16	chr16	22439518	22440018	+	612.4	0.731	1015.0	337.76	0.0	0.81
chr1-22	chr1	133130955	133131455	+	611.4	0.696	1063.5	181.63	0.0	0.79
chr3-17	chr3	102366008	102366508	+	611.1	0.698	1058.5	53.43	0.0	0.78
chr11-50	chr11	20201086	20201586	+	611.1	0.658	1047.0	355.62	0.0	0.8
chr2-30	chr2	35898656	35899156	+	610.9	0.692	1101.5	98.67	0.0	0.76
chr2-28	chr2	165855564	165856064	+	610.9	0.637	1109.5	82.12	0.0	0.75
chr11-74	chr11	74830152	74830652	+	610.2	0.631	1005.5	28.02	0.0	0.82
chr12-32	chr12	84772820	84773320	+	608.9	0.74	1003.5	28.27	0.0	0.83
chr8-44	chr8	34224923	34225423	+	607.9	0.675	1090.5	246.63	0.0	0.76
chr1-18	chr1	182520100	182520600	+	607.4	0.698	1091.5	31.48	0.0	0.77
chr3-24	chr3	90292738	90293238	+	606.1	0.71	1048.5	381.42	0.0	0.79
chr1-55	chr1	161876596	161877096	+	606.1	0.718	979.0	365.55	0.0	0.84
chr4-37	chr4	136143474	136143974	+	605.6	0.655	1024.0	35.42	0.0	0.8
chr17-64	chr17	24527892	24528392	+	605.6	0.673	1011.0	32.53	0.0	0.82
chr16-9	chr16	8829599	8830099	+	605.3	0.675	1049.5	62.57	0.0	0.78
chr4-12	chr4	119932645	119933145	+	605.1	0.66	1185.0	141.08	0.0	0.7
chrY-3	chrY	90740954	90741454	+	605.1	0.709	1082.5	33.17	0.0	0.8
chr5-28	chr5	118613118	118613618	+	605.0	0.675	1097.5	109.43	0.0	0.77
chr18-12	chr18	80655722	80656222	+	604.7	0.7	1077.5	49.37	0.0	0.78
chr15-1631	chr15	85634434	85634934	+	604.6	0.695	251.5	42.71	0.0	1.14
chr10-32	chr10	80167506	80168006	+	604.6	0.643	1038.5	11.95	0.0	0.8
chr17-46	chr17	33760159	33760659	+	604.2	0.677	1076.0	38.32	0.0	0.77
chr15-37	chr15	67176627	67177127	+	604.0	0.663	1122.0	104.02	0.0	0.75
chr15-67	chr15	36608847	36609347	+	603.8	0.694	1050.0	114.87	0.0	0.79
chr15-100	chr15	5116261	5116761	+	603.5	0.738	980.0	219.61	0.0	0.86
chr1-27	chr1	175692575	175693075	+	603.4	0.722	1053.0	240.71	0.0	0.78
chr1-29	chr1	135374996	135375496	+	603.0	0.684	1052.5	79.43	0.0	0.79
chr6-11	chr6	72371221	72371721	+	603.0	0.637	1119.5	46.82	0.0	0.74
chr15-80	chr15	88861838	88862338	+	602.9	0.673	1011.5	34.95	0.0	0.81
chr13-14	chr13	49213521	49214021	+	602.9	0.714	1021.5	55.87	0.0	0.8
chr17-34	chr17	87175058	87175558	+	602.7	0.579	1143.0	74.03	0.0	0.73
chr17-73	chr17	35916510	35917010	+	602.4	0.698	985.0	95.3	0.0	0.85
chr2-40	chr2	31013441	31013941	+	601.9	0.692	1036.5	137.38	0.0	0.81
chr17-44	chr17	83992987	83993487	+	601.9	0.708	1084.5	40.01	0.0	0.76
chr15-55	chr15	73434846	73435346	+	601.6	0.738	1073.0	72.02	0.0	0.76
chr11-64	chr11	116433665	116434165	+	601.2	0.771	1016.0	156.94	0.0	0.82
chr5-31	chr5	125183558	125184058	+	600.5	0.729	1088.0	41.05	0.0	0.76
chr12-27	chr12	111537844	111538344	+	600.2	0.723	1035.5	147.84	0.0	0.81
chr11-86	chr11	116218676	116219176	+	599.5	0.698	985.0	91.53	0.0	0.84
chr1-21	chr1	36030296	36030796	+	599.0	0.718	1067.0	286.05	0.0	0.77
chr12-15	chr12	69388195	69388695	+	598.8	0.734	1080.0	82.23	0.0	0.77
chr18-19	chr18	33667114	33667614	+	598.8	0.713	1008.5	163.83	0.0	0.83
chr9-18	chr9	41480031	41480531	+	597.4	0.677	1126.0	79.09	0.0	0.74
chr12-33	chr12	86833636	86834136	+	597.4	0.691	1003.5	18.45	0.0	0.83
chr8-72	chr8	83442319	83442819	+	597.2	0.745	1023.0	296.15	0.0	0.8
chr1-24	chr1	131238941	131239441	+	596.8	0.651	1061.5	93.46	0.0	0.78
chr8-81	chr8	25274832	25275332	+	596.7	0.615	1001.0	50.11	0.0	0.82
chr11-655	chr11	102643754	102644254	+	596.7	0.701	571.5	87.61	0.0	0.9
chr15-97	chr15	76659937	76660437	+	596.6	0.714	983.5	62.32	0.0	0.85
chr4-45	chr4	141060401	141060901	+	596.4	0.676	997.5	126.0	0.0	0.84
chr11-48	chr11	8365458	8365958	+	596.2	0.707	1053.5	98.36	0.0	0.8
chr15-64	chr15	36792359	36792859	+	596.1	0.713	1056.0	51.92	0.0	0.78
chr17-59	chr17	35164814	35165314	+	595.9	0.67	1020.5	103.78	0.0	0.8
chr15-83	chr15	88819251	88819751	+	595.5	0.729	1003.5	98.16	0.0	0.81
chr7-28	chr7	83891840	83892340	+	595.1	0.715	1046.5	110.45	0.0	0.79
chr11-70	chr11	116843319	116843819	+	594.9	0.706	1010.0	34.66	0.0	0.81
chr10-49	chr10	81350279	81350779	+	594.5	0.755	977.5	107.37	0.0	0.85
chr6-19	chr6	122810850	122811350	+	594.4	0.667	1038.0	80.43	0.0	0.79
chr5-49	chr5	123394326	123394826	+	594.4	0.732	1023.5	284.01	0.0	0.81
